speed,survived,airbag,seatbelt,frontal,sex,ageOcc,yearAcc,yearVeh,airbagDeployed,roleOcc,injSeverity
40-54,alive,unavail,not belted,yes,M,50,1997,1989,unavail,driver,3
10-24,alive,unavail,belted,yes,M,18,1997,1979,unavail,driver,3
10-24,alive,unavail,not belted,yes,M,20,1997,1979,unavail,pass,2
10-24,alive,avail,belted,no,F,17,1997,1991,nodeploy,driver,2
10-24,alive,avail,belted,no,F,17,1997,1991,nodeploy,pass,3
10-24,alive,avail,belted,yes,M,44,1997,1994,deploy,driver,3
25-39,alive,avail,belted,yes,F,27,1997,1997,deploy,driver,1
25-39,alive,unavail,belted,yes,M,58,1997,1990,unavail,driver,2
25-39,alive,unavail,belted,yes,M,63,1997,1993,unavail,driver,3
25-39,alive,avail,belted,no,M,17,1997,1992,deploy,driver,1
25-39,alive,unavail,belted,yes,F,18,1997,1990,unavail,driver,2
10-24,alive,avail,belted,yes,M,28,1997,1995,deploy,driver,3
10-24,alive,unavail,not belted,yes,M,56,1997,1995,unavail,pass,1
10-24,alive,unavail,belted,yes,F,56,1997,1995,unavail,driver,0
25-39,alive,unavail,belted,yes,F,73,1997,1989,unavail,driver,1
25-39,alive,unavail,belted,yes,F,62,1997,1989,unavail,pass,1
10-24,alive,avail,belted,no,M,20,1997,1994,deploy,driver,2
10-24,alive,avail,belted,no,F,45,1997,1994,deploy,pass,3
10-24,alive,avail,not belted,yes,F,26,1997,1992,deploy,driver,3
40-54,alive,unavail,not belted,yes,M,39,1997,1992,unavail,driver,3
25-39,alive,avail,belted,yes,M,44,1997,1995,deploy,driver,2
25-39,alive,avail,belted,no,F,23,1997,1992,deploy,driver,2
25-39,alive,unavail,belted,no,F,22,1997,1992,unavail,pass,3
40-54,alive,unavail,belted,yes,F,22,1997,1991,unavail,driver,3
40-54,alive,unavail,not belted,yes,M,49,1997,1988,unavail,driver,3
10-24,alive,avail,belted,no,F,24,1997,1993,nodeploy,driver,1
10-24,alive,avail,belted,no,F,50,1997,1993,nodeploy,pass,0
10-24,alive,avail,belted,yes,M,47,1997,1997,deploy,driver,1
10-24,alive,unavail,belted,no,M,56,1997,1991,unavail,driver,1
40-54,dead,unavail,belted,yes,F,38,1997,1989,unavail,driver,4
10-24,alive,avail,belted,no,F,33,1997,1995,nodeploy,driver,1
10-24,alive,unavail,belted,yes,M,45,1997,1987,unavail,driver,1
25-39,alive,unavail,belted,yes,M,17,1997,1987,unavail,driver,0
10-24,alive,unavail,not belted,no,M,18,1997,1993,unavail,driver,0
40-54,dead,unavail,not belted,yes,M,75,1997,1986,unavail,driver,4
25-39,alive,unavail,not belted,no,M,20,1997,1977,unavail,driver,2
25-39,alive,unavail,not belted,no,M,22,1997,1977,unavail,pass,0
55+,alive,avail,belted,yes,F,31,1997,1996,deploy,driver,3
10-24,alive,avail,not belted,no,F,24,1997,1995,deploy,driver,3
40-54,alive,unavail,not belted,yes,F,17,1997,1985,unavail,driver,3
40-54,alive,unavail,belted,yes,M,19,1997,1985,unavail,pass,2
10-24,alive,avail,not belted,no,F,62,1997,1996,deploy,driver,2
10-24,alive,unavail,belted,yes,M,35,1997,1991,unavail,driver,0
25-39,alive,unavail,belted,yes,F,25,1997,1984,unavail,driver,1
25-39,alive,unavail,belted,yes,F,16,1997,1984,unavail,driver,2
25-39,alive,unavail,belted,yes,M,33,1997,1994,unavail,driver,2
10-24,alive,unavail,belted,yes,F,29,1997,1991,unavail,driver,1
10-24,alive,unavail,not belted,no,F,30,1997,1989,unavail,driver,3
25-39,alive,avail,belted,yes,M,17,1997,1992,deploy,driver,1
25-39,alive,avail,belted,yes,F,20,1997,1995,deploy,driver,3
25-39,alive,avail,belted,yes,M,66,1997,1996,deploy,driver,2
40-54,alive,unavail,belted,yes,M,41,1997,1989,unavail,driver,3
25-39,alive,unavail,belted,yes,F,22,1997,1984,unavail,driver,0
25-39,alive,unavail,belted,yes,M,22,1997,1984,unavail,pass,0
10-24,alive,unavail,belted,yes,F,35,1997,1991,unavail,driver,1
40-54,dead,unavail,not belted,no,M,37,1997,1987,unavail,driver,4
40-54,alive,avail,not belted,yes,F,67,1997,1995,deploy,driver,3
40-54,alive,avail,belted,yes,M,31,1997,1994,deploy,driver,1
40-54,alive,unavail,not belted,yes,M,31,1997,1992,unavail,driver,1
25-39,alive,avail,belted,no,F,18,1997,1996,deploy,driver,3
25-39,alive,avail,belted,no,F,18,1997,1996,deploy,pass,3
10-24,alive,unavail,belted,yes,M,23,1997,1988,unavail,driver,2
10-24,alive,avail,belted,yes,F,47,1997,1996,deploy,driver,1
25-39,alive,unavail,belted,yes,F,39,1997,1988,unavail,driver,1
25-39,alive,avail,belted,yes,F,24,1997,1996,nodeploy,driver,2
25-39,alive,avail,not belted,no,F,50,1997,1994,deploy,driver,3
10-24,dead,unavail,not belted,yes,M,19,1997,1989,unavail,driver,4
10-24,alive,unavail,not belted,yes,F,19,1997,1989,unavail,pass,1
25-39,alive,unavail,not belted,yes,M,32,1997,1981,unavail,driver,3
25-39,dead,unavail,not belted,yes,M,22,1997,1981,unavail,pass,4
25-39,alive,avail,belted,no,M,45,1997,1996,nodeploy,driver,3
40-54,alive,avail,belted,yes,F,46,1997,1996,deploy,driver,1
10-24,alive,unavail,not belted,yes,F,28,1997,1989,unavail,driver,1
10-24,alive,avail,not belted,no,F,34,1997,1994,deploy,driver,0
55+,dead,unavail,not belted,yes,F,76,1997,1993,unavail,driver,4
10-24,alive,unavail,belted,yes,M,42,1997,1987,unavail,driver,2
40-54,alive,unavail,not belted,no,F,21,1997,1987,unavail,driver,3
25-39,alive,unavail,belted,yes,F,20,1997,1984,unavail,driver,0
25-39,alive,unavail,belted,yes,F,20,1997,1984,unavail,pass,0
10-24,alive,avail,not belted,no,M,20,1997,1996,deploy,driver,1
25-39,alive,avail,not belted,no,M,21,1997,1993,deploy,driver,3
10-24,alive,avail,belted,yes,M,28,1997,1994,deploy,driver,3
10-24,alive,avail,belted,yes,F,36,1997,1994,deploy,pass,2
25-39,alive,avail,not belted,no,M,45,1997,1996,nodeploy,driver,1
25-39,alive,avail,not belted,no,F,39,1997,1996,nodeploy,pass,3
25-39,alive,avail,not belted,yes,M,20,1997,1994,deploy,driver,0
25-39,alive,avail,not belted,yes,M,20,1997,1994,deploy,pass,0
25-39,alive,unavail,belted,no,M,18,1997,1989,unavail,driver,2
25-39,dead,unavail,belted,no,F,17,1997,1989,unavail,pass,4
25-39,alive,unavail,not belted,yes,M,41,1997,1993,unavail,driver,1
10-24,alive,avail,belted,yes,F,54,1997,1991,deploy,driver,3
10-24,alive,avail,belted,no,M,16,1997,1992,nodeploy,driver,0
10-24,alive,avail,belted,no,M,17,1997,1992,nodeploy,pass,0
25-39,alive,avail,not belted,yes,M,25,1997,1995,deploy,driver,2
25-39,alive,unavail,belted,no,F,24,1997,1990,unavail,driver,0
40-54,alive,unavail,not belted,yes,F,20,1997,1991,unavail,driver,3
40-54,alive,unavail,not belted,yes,M,22,1997,1991,unavail,pass,3
55+,alive,unavail,not belted,no,M,24,1997,1987,unavail,driver,3
55+,dead,unavail,not belted,no,M,33,1997,1987,unavail,pass,4
40-54,alive,avail,not belted,yes,F,31,1997,1995,deploy,driver,1
40-54,dead,unavail,belted,no,M,62,1997,1987,unavail,driver,3
25-39,alive,avail,not belted,yes,M,31,1997,1994,deploy,driver,3
10-24,alive,unavail,not belted,no,M,38,1997,1986,unavail,driver,0
55+,alive,avail,belted,no,M,33,1997,1996,deploy,driver,3
25-39,alive,unavail,belted,yes,M,45,1997,1989,unavail,driver,2
25-39,alive,avail,belted,no,M,66,1997,1995,deploy,driver,2
25-39,dead,avail,belted,no,F,63,1997,1995,deploy,pass,3
25-39,alive,unavail,not belted,yes,M,53,1997,1985,unavail,driver,3
25-39,alive,unavail,not belted,yes,F,42,1997,1985,unavail,pass,3
25-39,alive,avail,not belted,yes,M,28,1997,1990,deploy,driver,1
25-39,alive,unavail,belted,yes,M,42,1997,1990,unavail,pass,3
40-54,alive,unavail,not belted,yes,M,39,1997,1988,unavail,driver,3
40-54,dead,avail,belted,no,M,70,1997,1990,deploy,driver,4
25-39,alive,unavail,not belted,yes,F,20,1997,1984,unavail,driver,3
25-39,alive,unavail,not belted,yes,M,23,1997,1984,unavail,pass,3
10-24,alive,unavail,not belted,no,M,28,1997,1991,unavail,driver,1
10-24,alive,unavail,belted,no,M,19,1997,1991,unavail,pass,0
25-39,alive,avail,not belted,no,F,50,1997,1995,nodeploy,driver,3
55+,alive,unavail,belted,yes,F,54,1997,1991,unavail,driver,3
55+,dead,unavail,belted,no,F,26,1997,1990,unavail,driver,4
55+,alive,avail,not belted,yes,F,41,1997,1992,deploy,driver,1
55+,alive,unavail,belted,yes,F,55,1997,1992,unavail,driver,3
40-54,alive,avail,belted,no,M,38,1997,1994,deploy,driver,3
25-39,alive,unavail,not belted,yes,M,16,1997,1994,unavail,driver,0
25-39,alive,unavail,not belted,yes,F,17,1997,1994,unavail,pass,0
10-24,alive,unavail,belted,no,M,42,1997,1988,unavail,driver,3
1-9km/h,alive,unavail,belted,no,M,37,1997,1992,unavail,driver,2
25-39,alive,avail,belted,no,M,37,1997,1994,nodeploy,driver,2
10-24,alive,avail,belted,yes,M,18,1997,1997,deploy,driver,3
55+,alive,unavail,not belted,no,M,18,1997,1986,unavail,driver,3
25-39,alive,unavail,belted,no,F,72,1997,1981,unavail,driver,1
25-39,alive,unavail,not belted,no,F,70,1997,1981,unavail,pass,3
25-39,alive,unavail,not belted,yes,M,28,1997,1986,unavail,driver,1
25-39,alive,unavail,not belted,yes,M,37,1997,1986,unavail,pass,2
10-24,alive,avail,belted,no,F,27,1997,1995,nodeploy,driver,1
10-24,alive,unavail,not belted,no,F,19,1997,1989,unavail,pass,1
10-24,alive,unavail,not belted,yes,M,77,1997,1986,unavail,driver,1
10-24,alive,unavail,not belted,yes,F,72,1997,1986,unavail,pass,2
25-39,alive,unavail,not belted,no,M,68,1997,1989,unavail,driver,1
25-39,alive,unavail,not belted,no,F,68,1997,1989,unavail,pass,3
25-39,alive,avail,not belted,yes,F,43,1997,1994,deploy,driver,3
25-39,alive,avail,belted,yes,M,26,1997,1996,deploy,driver,2
55+,dead,avail,not belted,no,F,41,1997,1993,nodeploy,driver,4
25-39,alive,avail,not belted,yes,M,18,1997,1997,deploy,driver,1
25-39,alive,avail,not belted,yes,M,18,1997,1997,deploy,pass,2
55+,alive,avail,not belted,no,M,21,1997,1994,deploy,driver,3
55+,dead,avail,not belted,no,F,22,1997,1994,deploy,pass,4
25-39,alive,avail,not belted,no,M,77,1997,1996,nodeploy,driver,3
40-54,alive,avail,belted,yes,M,31,1997,1994,deploy,driver,2
55+,alive,avail,not belted,no,M,42,1997,1994,deploy,driver,3
55+,dead,unavail,not belted,no,M,47,1997,1994,unavail,pass,4
25-39,alive,unavail,not belted,yes,M,64,1997,1990,unavail,driver,3
55+,alive,avail,belted,no,M,31,1997,1995,deploy,driver,3
40-54,alive,unavail,belted,yes,F,48,1997,1985,unavail,driver,3
10-24,alive,avail,not belted,no,F,36,1997,1997,nodeploy,driver,2
25-39,alive,avail,not belted,no,M,31,1997,1996,deploy,driver,2
10-24,alive,avail,belted,yes,F,26,1997,1994,deploy,driver,1
25-39,alive,unavail,not belted,yes,M,17,1997,1990,unavail,pass,2
25-39,alive,unavail,not belted,no,F,41,1997,1990,unavail,driver,3
55+,alive,unavail,belted,yes,M,53,1997,1984,unavail,driver,1
55+,dead,avail,belted,no,F,25,1997,1994,deploy,driver,4
55+,alive,unavail,belted,no,M,27,1997,1994,unavail,pass,2
40-54,alive,avail,not belted,yes,M,23,1997,1997,deploy,driver,2
40-54,alive,avail,not belted,yes,M,28,1997,1995,deploy,driver,2
40-54,dead,avail,not belted,yes,M,27,1997,1995,deploy,pass,4
25-39,dead,unavail,not belted,yes,M,50,1997,1988,unavail,driver,4
25-39,alive,unavail,belted,no,M,57,1997,1994,unavail,driver,3
40-54,alive,avail,not belted,yes,M,29,1997,1997,deploy,driver,0
10-24,alive,avail,not belted,yes,M,28,1997,1994,nodeploy,driver,3
25-39,alive,avail,belted,yes,M,29,1997,1994,deploy,driver,2
25-39,alive,avail,not belted,yes,F,25,1997,1997,deploy,driver,2
10-24,alive,unavail,belted,no,F,69,1997,1986,unavail,driver,1
10-24,alive,unavail,belted,no,F,67,1997,1986,unavail,pass,1
10-24,alive,avail,belted,yes,M,47,1997,1996,deploy,driver,3
25-39,alive,avail,not belted,no,M,18,1997,1995,nodeploy,driver,3
25-39,alive,unavail,not belted,no,F,19,1997,1992,unavail,pass,3
25-39,alive,avail,not belted,no,M,17,1997,1995,deploy,driver,1
25-39,alive,avail,not belted,no,M,18,1997,1995,deploy,pass,1
25-39,alive,unavail,belted,yes,M,23,1997,1990,unavail,driver,1
25-39,alive,unavail,not belted,yes,M,29,1997,1990,unavail,pass,1
25-39,alive,unavail,belted,no,M,55,1997,1989,unavail,driver,3
10-24,alive,unavail,belted,yes,F,44,1997,1992,unavail,driver,1
25-39,alive,unavail,belted,yes,F,25,1997,1989,unavail,driver,1
10-24,alive,unavail,not belted,yes,M,26,1997,1986,unavail,driver,0
10-24,alive,unavail,belted,no,F,74,1997,1988,unavail,driver,1
10-24,alive,unavail,not belted,yes,M,49,1997,1982,unavail,driver,2
10-24,alive,avail,belted,no,M,75,1997,1995,deploy,driver,3
10-24,alive,avail,belted,no,F,71,1997,1995,deploy,pass,3
25-39,alive,unavail,not belted,yes,M,50,1997,1985,unavail,driver,2
25-39,alive,avail,not belted,no,F,44,1997,1992,deploy,driver,1
25-39,alive,avail,belted,yes,M,37,1997,1996,deploy,driver,3
10-24,alive,unavail,belted,yes,M,59,1997,1985,unavail,driver,0
10-24,dead,avail,not belted,no,M,26,1997,1995,nodeploy,driver,4
25-39,alive,unavail,not belted,yes,F,21,1997,1994,unavail,driver,1
25-39,alive,unavail,not belted,yes,M,20,1997,1994,unavail,pass,2
40-54,alive,unavail,not belted,yes,M,70,1997,1988,unavail,driver,2
40-54,alive,unavail,not belted,no,M,41,1997,1984,unavail,driver,2
40-54,dead,unavail,not belted,no,F,20,1997,1984,unavail,pass,4
55+,alive,unavail,not belted,yes,M,35,1997,1984,unavail,driver,3
10-24,alive,avail,not belted,no,F,16,1997,1994,nodeploy,driver,1
10-24,alive,avail,belted,yes,M,32,1997,1996,deploy,driver,1
10-24,alive,avail,belted,yes,F,25,1997,1996,deploy,pass,1
40-54,alive,unavail,not belted,yes,F,35,1997,1984,unavail,driver,5
25-39,alive,unavail,not belted,yes,M,59,1997,1994,unavail,driver,3
25-39,alive,avail,belted,yes,M,26,1997,1995,deploy,driver,1
10-24,alive,avail,not belted,yes,F,67,1997,1997,deploy,driver,3
10-24,alive,avail,belted,yes,F,61,1997,1992,deploy,driver,2
10-24,alive,unavail,belted,no,F,28,1997,1989,unavail,driver,0
40-54,alive,unavail,not belted,yes,M,70,1997,1991,unavail,driver,4
10-24,alive,unavail,belted,yes,M,37,1997,1985,unavail,driver,1
25-39,alive,unavail,belted,no,M,71,1997,1986,unavail,driver,3
10-24,alive,avail,belted,yes,F,36,1997,1994,deploy,driver,1
10-24,alive,unavail,belted,no,F,36,1997,1991,unavail,driver,5
10-24,alive,unavail,belted,no,F,28,1997,1991,unavail,pass,5
10-24,alive,avail,belted,yes,M,70,1997,1994,deploy,driver,2
10-24,alive,avail,not belted,yes,F,64,1997,1994,deploy,pass,1
10-24,alive,avail,belted,no,M,28,1997,1996,nodeploy,driver,1
10-24,alive,avail,not belted,yes,M,49,1997,1992,deploy,driver,1
10-24,alive,unavail,not belted,no,F,46,1997,1987,unavail,driver,0
10-24,alive,unavail,not belted,no,F,79,1997,1987,unavail,pass,3
25-39,alive,unavail,not belted,yes,M,20,1997,1988,unavail,driver,2
25-39,alive,unavail,belted,yes,F,35,1997,1986,unavail,driver,3
10-24,alive,unavail,belted,no,M,43,1997,1988,unavail,driver,0
10-24,alive,unavail,belted,yes,M,19,1997,1986,unavail,driver,1
40-54,dead,unavail,not belted,yes,M,38,1997,1991,unavail,driver,4
10-24,alive,unavail,belted,yes,F,47,1997,1989,unavail,driver,1
10-24,alive,unavail,belted,yes,F,34,1997,1989,unavail,pass,1
10-24,alive,avail,not belted,yes,M,37,1997,1995,nodeploy,driver,0
10-24,alive,unavail,belted,no,F,19,1997,1993,unavail,driver,0
10-24,alive,unavail,belted,yes,M,32,1997,1992,unavail,driver,0
10-24,alive,unavail,belted,no,F,17,1997,1988,unavail,driver,2
10-24,alive,unavail,belted,no,F,17,1997,1988,unavail,pass,3
10-24,alive,unavail,not belted,no,M,41,1997,1987,unavail,driver,0
10-24,alive,avail,not belted,yes,F,47,1997,1992,deploy,driver,0
10-24,alive,avail,belted,yes,M,23,1997,1995,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,23,1997,1993,deploy,driver,0
25-39,alive,unavail,not belted,no,M,82,1997,1981,unavail,driver,5
25-39,dead,unavail,belted,no,F,77,1997,1981,unavail,pass,4
25-39,alive,unavail,not belted,no,M,74,1997,1988,unavail,driver,3
10-24,alive,unavail,belted,yes,M,19,1997,1979,unavail,driver,1
25-39,alive,unavail,not belted,yes,M,25,1997,1988,unavail,driver,2
25-39,alive,avail,not belted,yes,M,22,1997,1996,deploy,driver,1
25-39,alive,avail,not belted,no,F,76,1997,1994,nodeploy,driver,1
10-24,alive,unavail,not belted,yes,M,49,1997,1986,unavail,driver,0
10-24,alive,unavail,not belted,yes,F,16,1997,1986,unavail,pass,2
10-24,alive,unavail,belted,no,F,26,1997,1989,unavail,driver,3
25-39,alive,avail,belted,no,M,38,1997,1990,nodeploy,driver,0
25-39,alive,avail,belted,no,F,36,1997,1990,nodeploy,pass,0
10-24,alive,avail,belted,yes,F,29,1997,1994,deploy,driver,1
10-24,alive,avail,belted,yes,F,24,1997,1994,deploy,pass,1
40-54,alive,avail,not belted,no,M,24,1997,1997,nodeploy,driver,3
25-39,alive,unavail,not belted,yes,M,39,1997,1993,unavail,driver,2
10-24,alive,unavail,belted,yes,M,68,1997,1988,unavail,driver,5
1-9km/h,alive,avail,belted,no,M,41,1997,1995,nodeploy,driver,0
10-24,alive,avail,belted,no,F,26,1997,1993,nodeploy,driver,0
25-39,alive,unavail,not belted,yes,F,39,1997,1985,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,20,1997,1994,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,30,1997,1994,unavail,pass,0
10-24,alive,avail,belted,yes,F,19,1997,1997,nodeploy,driver,1
10-24,alive,avail,belted,yes,M,24,1997,1997,nodeploy,pass,0
10-24,alive,avail,belted,yes,M,29,1997,1993,nodeploy,driver,0
10-24,alive,avail,belted,yes,M,28,1997,1993,nodeploy,pass,0
10-24,alive,unavail,not belted,no,M,21,1997,1988,unavail,driver,3
10-24,alive,avail,belted,yes,F,72,1997,1992,nodeploy,driver,1
10-24,alive,unavail,belted,no,F,36,1997,1989,unavail,driver,5
10-24,alive,unavail,not belted,yes,M,42,1997,1994,unavail,driver,0
10-24,alive,unavail,not belted,yes,M,26,1997,1994,unavail,pass,0
40-54,alive,unavail,belted,no,M,18,1997,1988,unavail,driver,3
40-54,alive,unavail,belted,no,F,18,1997,1988,unavail,pass,5
25-39,alive,unavail,not belted,no,M,79,1997,1986,unavail,driver,3
25-39,alive,unavail,belted,no,F,73,1997,1986,unavail,pass,3
40-54,alive,unavail,not belted,no,M,18,1997,1986,unavail,driver,3
40-54,alive,unavail,belted,no,M,18,1997,1986,unavail,pass,3
40-54,alive,unavail,not belted,no,F,40,1997,1984,unavail,driver,2
40-54,alive,avail,belted,no,M,59,1997,1994,deploy,driver,3
40-54,alive,unavail,not belted,no,M,29,1997,1988,unavail,driver,3
25-39,alive,unavail,belted,yes,M,16,1997,1986,unavail,driver,1
55+,alive,avail,belted,yes,F,23,1997,1993,deploy,driver,3
55+,alive,unavail,belted,yes,F,42,1997,1992,unavail,driver,3
25-39,alive,unavail,belted,yes,M,22,1997,1990,unavail,driver,1
25-39,alive,avail,belted,yes,F,46,1997,1996,nodeploy,driver,2
25-39,alive,avail,belted,yes,M,18,1997,1996,nodeploy,pass,2
10-24,alive,avail,belted,yes,M,29,1997,1997,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,29,1997,1997,nodeploy,pass,0
10-24,alive,avail,not belted,yes,F,28,1997,1997,nodeploy,driver,2
10-24,alive,unavail,not belted,yes,M,18,1997,1986,unavail,driver,1
10-24,alive,unavail,not belted,yes,F,17,1997,1986,unavail,pass,1
25-39,alive,unavail,not belted,yes,M,33,1997,1991,unavail,driver,2
40-54,dead,unavail,belted,no,M,39,1997,1988,unavail,driver,4
40-54,alive,unavail,belted,no,F,18,1997,1988,unavail,pass,3
10-24,alive,avail,belted,yes,M,17,1997,1996,deploy,driver,0
25-39,alive,unavail,not belted,yes,M,43,1997,1989,unavail,driver,2
25-39,alive,avail,not belted,no,M,24,1997,1993,nodeploy,driver,0
25-39,alive,avail,not belted,no,F,26,1997,1993,nodeploy,pass,0
25-39,alive,unavail,belted,no,M,40,1997,1991,unavail,driver,1
10-24,alive,unavail,belted,yes,F,16,1997,1994,unavail,driver,0
10-24,alive,unavail,not belted,yes,F,17,1997,1994,unavail,pass,3
25-39,alive,avail,belted,no,F,53,1997,1996,nodeploy,driver,1
25-39,alive,avail,not belted,no,F,27,1997,1996,nodeploy,pass,1
10-24,alive,unavail,not belted,yes,M,48,1997,1977,unavail,driver,0
10-24,alive,avail,belted,yes,F,45,1997,1996,deploy,driver,3
10-24,alive,unavail,belted,no,F,70,1997,1994,unavail,driver,0
10-24,alive,avail,belted,no,M,72,1997,1994,nodeploy,driver,0
10-24,alive,avail,belted,no,F,34,1997,1994,nodeploy,pass,1
10-24,alive,avail,belted,yes,F,39,1997,1996,deploy,driver,2
40-54,alive,unavail,not belted,yes,M,18,1997,1986,unavail,driver,3
55+,alive,unavail,not belted,yes,F,46,1997,1985,unavail,driver,3
10-24,alive,unavail,not belted,yes,F,20,1997,1983,unavail,driver,2
10-24,alive,avail,belted,no,M,40,1997,1995,nodeploy,driver,1
10-24,alive,unavail,not belted,no,M,22,1997,1985,unavail,driver,0
10-24,alive,unavail,not belted,no,F,16,1997,1985,unavail,pass,0
10-24,alive,unavail,belted,yes,F,67,1997,1995,unavail,driver,1
10-24,alive,unavail,belted,yes,M,75,1997,1995,unavail,pass,1
10-24,alive,avail,not belted,no,F,23,1997,1996,nodeploy,driver,1
25-39,alive,unavail,not belted,yes,M,16,1997,1990,unavail,driver,1
10-24,alive,avail,belted,yes,F,31,1997,1995,deploy,driver,0
10-24,alive,avail,not belted,no,F,17,1997,1994,nodeploy,driver,5
25-39,alive,avail,belted,yes,M,40,1997,1996,deploy,driver,3
25-39,alive,avail,belted,no,F,49,1997,1994,nodeploy,driver,1
25-39,alive,unavail,not belted,yes,F,20,1997,1985,unavail,driver,2
40-54,alive,unavail,not belted,yes,M,20,1997,1989,unavail,driver,1
10-24,alive,avail,not belted,yes,M,59,1997,1993,deploy,driver,3
10-24,alive,avail,belted,no,M,30,1997,1994,nodeploy,driver,1
10-24,alive,unavail,belted,yes,M,80,1997,1988,unavail,driver,2
10-24,alive,unavail,belted,yes,F,75,1997,1988,unavail,pass,0
10-24,alive,avail,belted,no,M,41,1997,1991,nodeploy,driver,2
10-24,alive,avail,belted,yes,M,21,1997,1997,deploy,driver,0
25-39,alive,avail,not belted,yes,M,28,1997,1994,nodeploy,driver,0
10-24,alive,unavail,belted,yes,M,35,1997,1991,unavail,driver,0
10-24,alive,unavail,belted,no,M,59,1997,1992,unavail,driver,0
25-39,dead,avail,not belted,no,M,21,1997,1993,deploy,driver,4
